:Data_list: 20150325_Gp_mag_1m.txt
:Created: 2015 Mar 26 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Hp component = perpendicular to the satellite orbital plane or
#           parallel to the Earth's spin axis
# Label: He component = perpendicular to Hp and directed earthwards
# Label: Hn component = perpendicular to both Hp and He, directed eastwards
# Label: Total Field  = 
# Units: nanotesla (nT)
# Source: GOES-13
# Location: W075
# Missing data: -1.00e+05
#
#         1-minute GOES-13 Geomagnetic Components and Total Field
#
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day        Hp          He          Hn    Total Field
#-------------------------------------------------------------------------------
2015 03 25  2009   57106  72540     1.13e+02    3.89e+01   -8.44e+00    1.20e+02
2015 03 25  2010   57106  72600     1.14e+02    3.91e+01   -1.01e+01    1.21e+02
2015 03 25  2011   57106  72660     1.13e+02    3.58e+01   -9.25e+00    1.19e+02
2015 03 25  2012   57106  72720     1.12e+02    3.63e+01   -5.62e+00    1.18e+02
2015 03 25  2013   57106  72780     1.11e+02    3.83e+01   -5.34e+00    1.18e+02
2015 03 25  2014   57106  72840     1.12e+02    3.66e+01   -8.38e+00    1.18e+02
2015 03 25  2015   57106  72900     1.12e+02    3.48e+01   -1.03e+01    1.18e+02
2015 03 25  2016   57106  72960     1.12e+02    3.69e+01   -8.09e+00    1.18e+02
2015 03 25  2017   57106  73020     1.13e+02    3.97e+01   -4.59e+00    1.19e+02
2015 03 25  2018   57106  73080     1.12e+02    3.90e+01   -4.93e+00    1.19e+02
2015 03 25  2019   57106  73140     1.12e+02    3.64e+01   -1.00e+01    1.19e+02
2015 03 25  2020   57106  73200     1.12e+02    3.55e+01   -1.13e+01    1.18e+02
2015 03 25  2021   57106  73260     1.12e+02    3.67e+01   -7.13e+00    1.18e+02
2015 03 25  2022   57106  73320     1.13e+02    3.89e+01   -5.38e+00    1.19e+02
2015 03 25  2023   57106  73380     1.12e+02    3.85e+01   -6.03e+00    1.19e+02
2015 03 25  2024   57106  73440     1.12e+02    3.62e+01   -9.06e+00    1.18e+02
2015 03 25  2025   57106  73500     1.11e+02    3.49e+01   -9.35e+00    1.17e+02
2015 03 25  2026   57106  73560     1.12e+02    3.72e+01   -7.77e+00    1.18e+02
2015 03 25  2027   57106  73620     1.12e+02    3.85e+01   -5.66e+00    1.18e+02
2015 03 25  2028   57106  73680     1.11e+02    3.73e+01   -6.64e+00    1.18e+02
2015 03 25  2029   57106  73740     1.12e+02    3.72e+01   -8.61e+00    1.18e+02
2015 03 25  2030   57106  73800     1.11e+02    3.66e+01   -8.83e+00    1.18e+02
2015 03 25  2031   57106  73860     1.12e+02    3.77e+01   -7.79e+00    1.18e+02
2015 03 25  2032   57106  73920     1.12e+02    3.78e+01   -6.78e+00    1.18e+02
2015 03 25  2033   57106  73980     1.11e+02    3.72e+01   -6.82e+00    1.18e+02
2015 03 25  2034   57106  74040     1.11e+02    3.71e+01   -7.97e+00    1.17e+02
2015 03 25  2035   57106  74100     1.11e+02    3.67e+01   -7.98e+00    1.17e+02
2015 03 25  2036   57106  74160     1.11e+02    3.78e+01   -7.12e+00    1.18e+02
2015 03 25  2037   57106  74220     1.11e+02    3.81e+01   -6.38e+00    1.17e+02
2015 03 25  2038   57106  74280     1.10e+02    3.81e+01   -6.16e+00    1.17e+02
2015 03 25  2039   57106  74340     1.10e+02    3.76e+01   -7.58e+00    1.16e+02
2015 03 25  2040   57106  74400     1.09e+02    3.68e+01   -8.10e+00    1.16e+02
2015 03 25  2041   57106  74460     1.09e+02    3.68e+01   -7.07e+00    1.15e+02
2015 03 25  2042   57106  74520     1.08e+02    3.71e+01   -6.45e+00    1.14e+02
2015 03 25  2043   57106  74580     1.06e+02    3.78e+01   -6.06e+00    1.13e+02
2015 03 25  2044   57106  74640     1.06e+02    3.97e+01   -5.71e+00    1.14e+02
2015 03 25  2045   57106  74700     1.07e+02    4.10e+01   -7.28e+00    1.15e+02
2015 03 25  2046   57106  74760     1.08e+02    3.97e+01   -7.92e+00    1.15e+02
2015 03 25  2047   57106  74820     1.08e+02    4.11e+01   -6.65e+00    1.16e+02
2015 03 25  2048   57106  74880     1.08e+02    4.06e+01   -7.21e+00    1.16e+02
2015 03 25  2049   57106  74940     1.09e+02    3.98e+01   -7.92e+00    1.16e+02
2015 03 25  2050   57106  75000     1.09e+02    4.01e+01   -7.96e+00    1.17e+02
2015 03 25  2051   57106  75060     1.09e+02    4.08e+01   -8.44e+00    1.17e+02
2015 03 25  2052   57106  75120     1.10e+02    4.08e+01   -8.38e+00    1.17e+02
2015 03 25  2053   57106  75180     1.10e+02    4.12e+01   -8.34e+00    1.18e+02
2015 03 25  2054   57106  75240     1.10e+02    4.06e+01   -9.23e+00    1.18e+02
2015 03 25  2055   57106  75300     1.10e+02    3.97e+01   -9.48e+00    1.17e+02
2015 03 25  2056   57106  75360     1.10e+02    4.04e+01   -8.53e+00    1.17e+02
2015 03 25  2057   57106  75420     1.10e+02    4.01e+01   -9.28e+00    1.17e+02
2015 03 25  2058   57106  75480     1.09e+02    3.94e+01   -8.44e+00    1.16e+02
2015 03 25  2059   57106  75540     1.09e+02    3.95e+01   -8.44e+00    1.16e+02
2015 03 25  2100   57106  75600     1.08e+02    3.95e+01   -8.24e+00    1.16e+02
2015 03 25  2101   57106  75660     1.08e+02    3.89e+01   -8.13e+00    1.15e+02
2015 03 25  2102   57106  75720     1.08e+02    3.84e+01   -8.60e+00    1.15e+02
2015 03 25  2103   57106  75780     1.08e+02    4.00e+01   -8.99e+00    1.16e+02
2015 03 25  2104   57106  75840     1.09e+02    3.88e+01   -8.35e+00    1.16e+02
2015 03 25  2105   57106  75900     1.07e+02    3.80e+01   -7.39e+00    1.14e+02
2015 03 25  2106   57106  75960     1.07e+02    4.15e+01   -7.85e+00    1.15e+02
2015 03 25  2107   57106  76020     1.08e+02    3.89e+01   -7.29e+00    1.15e+02
2015 03 25  2108   57106  76080     1.09e+02    3.96e+01   -7.96e+00    1.16e+02
2015 03 25  2109   57106  76140     1.09e+02    4.16e+01   -9.20e+00    1.17e+02
2015 03 25  2110   57106  76200     1.09e+02    3.91e+01   -9.55e+00    1.16e+02
2015 03 25  2111   57106  76260     1.09e+02    4.00e+01   -1.00e+01    1.17e+02
2015 03 25  2112   57106  76320     1.07e+02    3.79e+01   -7.61e+00    1.14e+02
2015 03 25  2113   57106  76380     1.05e+02    3.98e+01   -7.85e+00    1.13e+02
2015 03 25  2114   57106  76440     1.05e+02    3.86e+01   -8.52e+00    1.12e+02
2015 03 25  2115   57106  76500     1.05e+02    4.05e+01   -8.87e+00    1.13e+02
2015 03 25  2116   57106  76560     1.05e+02    4.32e+01   -9.27e+00    1.14e+02
2015 03 25  2117   57106  76620     1.04e+02    4.07e+01   -8.97e+00    1.12e+02
2015 03 25  2118   57106  76680     1.04e+02    4.00e+01   -8.68e+00    1.12e+02
2015 03 25  2119   57106  76740     1.04e+02    4.31e+01   -7.63e+00    1.13e+02
2015 03 25  2120   57106  76800     1.03e+02    4.46e+01   -8.40e+00    1.12e+02
2015 03 25  2121   57106  76860     1.02e+02    4.33e+01   -8.50e+00    1.11e+02
2015 03 25  2122   57106  76920     1.02e+02    4.17e+01   -7.63e+00    1.11e+02
2015 03 25  2123   57106  76980     1.02e+02    4.12e+01   -8.32e+00    1.11e+02
2015 03 25  2124   57106  77040     1.02e+02    4.36e+01   -8.39e+00    1.11e+02
2015 03 25  2125   57106  77100     1.02e+02    4.53e+01   -7.41e+00    1.12e+02
2015 03 25  2126   57106  77160     1.02e+02    4.17e+01   -7.93e+00    1.11e+02
2015 03 25  2127   57106  77220     1.02e+02    4.14e+01   -8.03e+00    1.10e+02
2015 03 25  2128   57106  77280     1.01e+02    4.29e+01   -8.11e+00    1.10e+02
2015 03 25  2129   57106  77340     1.01e+02    4.08e+01   -7.80e+00    1.09e+02
2015 03 25  2130   57106  77400     1.01e+02    4.37e+01   -8.32e+00    1.10e+02
2015 03 25  2131   57106  77460     1.01e+02    4.36e+01   -8.68e+00    1.10e+02
2015 03 25  2132   57106  77520     1.01e+02    4.11e+01   -8.28e+00    1.09e+02
2015 03 25  2133   57106  77580     9.97e+01    4.43e+01   -7.89e+00    1.09e+02
2015 03 25  2134   57106  77640     1.00e+02    4.09e+01   -8.75e+00    1.08e+02
2015 03 25  2135   57106  77700     9.98e+01    4.34e+01   -7.32e+00    1.09e+02
2015 03 25  2136   57106  77760     9.90e+01    4.46e+01   -8.80e+00    1.09e+02
2015 03 25  2137   57106  77820     9.91e+01    4.25e+01   -9.37e+00    1.08e+02
2015 03 25  2138   57106  77880     9.94e+01    4.37e+01   -7.89e+00    1.09e+02
2015 03 25  2139   57106  77940     9.92e+01    4.33e+01   -8.85e+00    1.09e+02
2015 03 25  2140   57106  78000     9.94e+01    4.19e+01   -8.65e+00    1.08e+02
2015 03 25  2141   57106  78060     9.82e+01    4.46e+01   -8.49e+00    1.08e+02
2015 03 25  2142   57106  78120     9.83e+01    4.29e+01   -9.51e+00    1.08e+02
2015 03 25  2143   57106  78180     9.82e+01    4.31e+01   -8.53e+00    1.08e+02
2015 03 25  2144   57106  78240     9.76e+01    4.43e+01   -8.07e+00    1.08e+02
2015 03 25  2145   57106  78300     9.80e+01    4.35e+01   -8.47e+00    1.08e+02
2015 03 25  2146   57106  78360     9.75e+01    4.36e+01   -8.02e+00    1.07e+02
2015 03 25  2147   57106  78420     9.73e+01    4.33e+01   -8.53e+00    1.07e+02
2015 03 25  2148   57106  78480     9.69e+01    4.45e+01   -7.99e+00    1.07e+02
2015 03 25  2149   57106  78540     9.71e+01    4.33e+01   -8.13e+00    1.07e+02
2015 03 25  2150   57106  78600     9.69e+01    4.38e+01   -8.20e+00    1.07e+02
2015 03 25  2151   57106  78660     9.69e+01    4.41e+01   -8.28e+00    1.07e+02
2015 03 25  2152   57106  78720     9.65e+01    4.30e+01   -8.59e+00    1.06e+02
2015 03 25  2153   57106  78780     9.69e+01    4.36e+01   -7.80e+00    1.07e+02
2015 03 25  2154   57106  78840     9.67e+01    4.38e+01   -8.05e+00    1.06e+02
2015 03 25  2155   57106  78900     9.69e+01    4.34e+01   -7.98e+00    1.06e+02
2015 03 25  2156   57106  78960     9.66e+01    4.42e+01   -7.22e+00    1.06e+02
2015 03 25  2157   57106  79020     9.67e+01    4.36e+01   -8.20e+00    1.06e+02
2015 03 25  2158   57106  79080     9.64e+01    4.41e+01   -8.11e+00    1.06e+02
2015 03 25  2159   57106  79140     9.60e+01    4.38e+01   -8.29e+00    1.06e+02
2015 03 25  2200   57106  79200     9.60e+01    4.35e+01   -7.10e+00    1.06e+02
2015 03 25  2201   57106  79260     9.57e+01    4.52e+01   -6.19e+00    1.06e+02
2015 03 25  2202   57106  79320     9.58e+01    4.52e+01   -7.43e+00    1.06e+02
2015 03 25  2203   57106  79380     9.61e+01    4.41e+01   -7.47e+00    1.06e+02
2015 03 25  2204   57106  79440     9.56e+01    4.39e+01   -7.83e+00    1.05e+02
2015 03 25  2205   57106  79500     9.52e+01    4.38e+01   -7.08e+00    1.05e+02
2015 03 25  2206   57106  79560     9.51e+01    4.51e+01   -5.58e+00    1.05e+02
2015 03 25  2207   57106  79620     9.52e+01    4.55e+01   -6.64e+00    1.06e+02
2015 03 25  2208   57106  79680     9.54e+01    4.46e+01   -7.82e+00    1.06e+02
2015 03 25  2209   57106  79740     9.50e+01    4.36e+01   -7.72e+00    1.05e+02
2015 03 25  2210   57106  79800     9.43e+01    4.48e+01   -6.68e+00    1.05e+02
2015 03 25  2211   57106  79860     9.46e+01    4.51e+01   -6.13e+00    1.05e+02
2015 03 25  2212   57106  79920     9.49e+01    4.56e+01   -5.87e+00    1.05e+02
2015 03 25  2213   57106  79980     9.48e+01    4.51e+01   -7.17e+00    1.05e+02
2015 03 25  2214   57106  80040     9.44e+01    4.41e+01   -8.16e+00    1.04e+02
2015 03 25  2215   57106  80100     9.40e+01    4.36e+01   -7.70e+00    1.04e+02
2015 03 25  2216   57106  80160     9.41e+01    4.52e+01   -6.64e+00    1.05e+02
2015 03 25  2217   57106  80220     9.39e+01    4.53e+01   -5.72e+00    1.04e+02
2015 03 25  2218   57106  80280     9.37e+01    4.52e+01   -6.50e+00    1.04e+02
2015 03 25  2219   57106  80340     9.34e+01    4.50e+01   -7.50e+00    1.04e+02
2015 03 25  2220   57106  80400     9.32e+01    4.40e+01   -7.69e+00    1.03e+02
2015 03 25  2221   57106  80460     9.30e+01    4.46e+01   -6.54e+00    1.03e+02
2015 03 25  2222   57106  80520     9.33e+01    4.41e+01   -5.99e+00    1.03e+02
2015 03 25  2223   57106  80580     9.29e+01    4.43e+01   -6.93e+00    1.03e+02
2015 03 25  2224   57106  80640     9.19e+01    4.52e+01   -7.11e+00    1.03e+02
2015 03 25  2225   57106  80700     9.24e+01    4.39e+01   -7.96e+00    1.03e+02
2015 03 25  2226   57106  80760     9.13e+01    4.36e+01   -7.68e+00    1.01e+02
2015 03 25  2227   57106  80820     9.04e+01    4.31e+01   -7.15e+00    1.00e+02
2015 03 25  2228   57106  80880     8.90e+01    4.21e+01   -6.76e+00    9.87e+01
2015 03 25  2229   57106  80940     8.69e+01    4.16e+01   -5.95e+00    9.66e+01
2015 03 25  2230   57106  81000     8.77e+01    4.16e+01   -5.99e+00    9.73e+01
2015 03 25  2231   57106  81060     8.84e+01    4.33e+01   -5.51e+00    9.85e+01
2015 03 25  2232   57106  81120     8.87e+01    4.43e+01   -6.36e+00    9.94e+01
2015 03 25  2233   57106  81180     8.73e+01    4.23e+01   -6.62e+00    9.73e+01
2015 03 25  2234   57106  81240     8.55e+01    4.16e+01   -6.34e+00    9.53e+01
2015 03 25  2235   57106  81300     8.53e+01    4.16e+01   -5.76e+00    9.51e+01
2015 03 25  2236   57106  81360     8.54e+01    4.31e+01   -4.23e+00    9.57e+01
2015 03 25  2237   57106  81420     8.63e+01    4.40e+01   -3.22e+00    9.69e+01
2015 03 25  2238   57106  81480     8.62e+01    4.40e+01   -4.91e+00    9.69e+01
2015 03 25  2239   57106  81540     8.53e+01    4.35e+01   -6.56e+00    9.60e+01
2015 03 25  2240   57106  81600     8.47e+01    4.20e+01   -6.73e+00    9.47e+01
2015 03 25  2241   57106  81660     8.48e+01    4.42e+01   -5.55e+00    9.58e+01
2015 03 25  2242   57106  81720     8.62e+01    4.45e+01   -4.48e+00    9.71e+01
2015 03 25  2243   57106  81780     8.58e+01    4.52e+01   -4.12e+00    9.71e+01
2015 03 25  2244   57106  81840     8.56e+01    4.42e+01   -5.76e+00    9.65e+01
2015 03 25  2245   57106  81900     8.58e+01    4.44e+01   -6.20e+00    9.67e+01
2015 03 25  2246   57106  81960     8.53e+01    4.41e+01   -6.19e+00    9.63e+01
2015 03 25  2247   57106  82020     8.53e+01    4.45e+01   -5.41e+00    9.63e+01
2015 03 25  2248   57106  82080     8.48e+01    4.48e+01   -4.73e+00    9.60e+01
2015 03 25  2249   57106  82140     8.44e+01    4.53e+01   -4.32e+00    9.59e+01
2015 03 25  2250   57106  82200     8.34e+01    4.47e+01   -4.43e+00    9.47e+01
2015 03 25  2251   57106  82260     8.36e+01    4.46e+01   -4.95e+00    9.49e+01
2015 03 25  2252   57106  82320     8.31e+01    4.47e+01   -4.39e+00    9.44e+01
2015 03 25  2253   57106  82380     8.34e+01    4.58e+01   -3.49e+00    9.52e+01
2015 03 25  2254   57106  82440     8.36e+01    4.68e+01   -3.54e+00    9.59e+01
2015 03 25  2255   57106  82500     8.36e+01    4.64e+01   -4.18e+00    9.58e+01
2015 03 25  2256   57106  82560     8.39e+01    4.69e+01   -5.25e+00    9.62e+01
2015 03 25  2257   57106  82620     8.44e+01    4.62e+01   -6.16e+00    9.64e+01
2015 03 25  2258   57106  82680     8.51e+01    4.64e+01   -6.39e+00    9.71e+01
2015 03 25  2259   57106  82740     8.55e+01    4.63e+01   -6.28e+00    9.74e+01
2015 03 25  2300   57106  82800     8.54e+01    4.72e+01   -5.99e+00    9.78e+01
2015 03 25  2301   57106  82860     8.55e+01    4.77e+01   -5.35e+00    9.81e+01
2015 03 25  2302   57106  82920     8.58e+01    4.75e+01   -5.64e+00    9.83e+01
2015 03 25  2303   57106  82980     8.62e+01    4.75e+01   -6.95e+00    9.87e+01
2015 03 25  2304   57106  83040     8.64e+01    4.73e+01   -8.13e+00    9.88e+01
2015 03 25  2305   57106  83100     8.66e+01    4.78e+01   -8.09e+00    9.92e+01
2015 03 25  2306   57106  83160     8.64e+01    4.80e+01   -6.58e+00    9.91e+01
2015 03 25  2307   57106  83220     8.63e+01    4.83e+01   -5.90e+00    9.91e+01
2015 03 25  2308   57106  83280     8.64e+01    4.85e+01   -6.49e+00    9.92e+01
2015 03 25  2309   57106  83340     8.65e+01    4.83e+01   -7.80e+00    9.94e+01
2015 03 25  2310   57106  83400     8.70e+01    4.76e+01   -9.19e+00    9.96e+01
2015 03 25  2311   57106  83460     8.69e+01    4.80e+01   -8.93e+00    9.97e+01
2015 03 25  2312   57106  83520     8.70e+01    4.86e+01   -7.12e+00    9.99e+01
2015 03 25  2313   57106  83580     8.70e+01    4.90e+01   -6.28e+00    1.00e+02
2015 03 25  2314   57106  83640     8.70e+01    4.85e+01   -6.03e+00    9.98e+01
2015 03 25  2315   57106  83700     8.72e+01    4.89e+01   -7.33e+00    1.00e+02
2015 03 25  2316   57106  83760     8.73e+01    4.90e+01   -8.32e+00    1.00e+02
2015 03 25  2317   57106  83820     8.75e+01    4.83e+01   -8.40e+00    1.00e+02
2015 03 25  2318   57106  83880     8.75e+01    4.83e+01   -8.04e+00    1.00e+02
2015 03 25  2319   57106  83940     8.72e+01    4.87e+01   -7.08e+00    1.00e+02
2015 03 25  2320   57106  84000     8.72e+01    4.89e+01   -7.41e+00    1.00e+02
2015 03 25  2321   57106  84060     8.74e+01    4.91e+01   -6.81e+00    1.00e+02
2015 03 25  2322   57106  84120     8.75e+01    4.91e+01   -7.74e+00    1.01e+02
2015 03 25  2323   57106  84180     8.75e+01    4.90e+01   -7.99e+00    1.01e+02
2015 03 25  2324   57106  84240     8.73e+01    4.84e+01   -7.97e+00    1.00e+02
2015 03 25  2325   57106  84300     8.70e+01    4.86e+01   -7.70e+00    9.99e+01
2015 03 25  2326   57106  84360     8.70e+01    4.82e+01   -7.05e+00    9.97e+01
2015 03 25  2327   57106  84420     8.71e+01    4.86e+01   -7.23e+00    1.00e+02
2015 03 25  2328   57106  84480     8.74e+01    4.81e+01   -7.41e+00    1.00e+02
2015 03 25  2329   57106  84540     8.71e+01    4.82e+01   -7.60e+00    9.98e+01
2015 03 25  2330   57106  84600     8.68e+01    4.80e+01   -7.03e+00    9.94e+01
2015 03 25  2331   57106  84660     8.64e+01    4.83e+01   -6.09e+00    9.92e+01
2015 03 25  2332   57106  84720     8.65e+01    4.85e+01   -5.91e+00    9.93e+01
2015 03 25  2333   57106  84780     8.68e+01    4.88e+01   -6.35e+00    9.98e+01
2015 03 25  2334   57106  84840     8.69e+01    4.85e+01   -7.51e+00    9.98e+01
2015 03 25  2335   57106  84900     8.71e+01    4.81e+01   -7.47e+00    9.98e+01
2015 03 25  2336   57106  84960     8.72e+01    4.80e+01   -6.96e+00    9.98e+01
2015 03 25  2337   57106  85020     8.69e+01    4.82e+01   -5.85e+00    9.96e+01
2015 03 25  2338   57106  85080     8.69e+01    4.85e+01   -6.33e+00    9.97e+01
2015 03 25  2339   57106  85140     8.72e+01    4.82e+01   -6.79e+00    9.99e+01
2015 03 25  2340   57106  85200     8.70e+01    4.87e+01   -7.65e+00    9.99e+01
2015 03 25  2341   57106  85260     8.72e+01    4.84e+01   -7.08e+00    1.00e+02
2015 03 25  2342   57106  85320     8.75e+01    4.86e+01   -6.72e+00    1.00e+02
2015 03 25  2343   57106  85380     8.73e+01    4.85e+01   -6.18e+00    1.00e+02
2015 03 25  2344   57106  85440     8.75e+01    4.80e+01   -6.63e+00    1.00e+02
2015 03 25  2345   57106  85500     8.70e+01    4.83e+01   -7.02e+00    9.97e+01
2015 03 25  2346   57106  85560     8.70e+01    4.82e+01   -7.01e+00    9.97e+01
2015 03 25  2347   57106  85620     8.69e+01    4.83e+01   -6.63e+00    9.96e+01
2015 03 25  2348   57106  85680     8.66e+01    4.84e+01   -6.37e+00    9.94e+01
2015 03 25  2349   57106  85740     8.63e+01    4.85e+01   -6.24e+00    9.92e+01
2015 03 25  2350   57106  85800     8.59e+01    4.87e+01   -6.34e+00    9.90e+01
2015 03 25  2351   57106  85860     8.63e+01    4.86e+01   -6.68e+00    9.93e+01
2015 03 25  2352   57106  85920     8.61e+01    4.87e+01   -6.78e+00    9.92e+01
2015 03 25  2353   57106  85980     8.62e+01    4.87e+01   -6.96e+00    9.93e+01
2015 03 25  2354   57106  86040     8.60e+01    4.84e+01   -7.18e+00    9.89e+01
2015 03 25  2355   57106  86100     8.57e+01    4.83e+01   -7.15e+00    9.87e+01
2015 03 25  2356   57106  86160     8.57e+01    4.85e+01   -6.97e+00    9.87e+01
2015 03 25  2357   57106  86220     8.56e+01    4.83e+01   -6.77e+00    9.85e+01
2015 03 25  2358   57106  86280     8.51e+01    4.84e+01   -6.86e+00    9.81e+01
2015 03 25  2359   57106  86340     8.54e+01    4.79e+01   -7.03e+00    9.82e+01
